game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-20,706914,3,6,9,Matthew Batten,676946,battema01,Aderlin Rodríguez,573669,Trayce Thompson,572204,thomptr01,Jorge Alfaro,595751,alfarjo01,Jackson Merrill,701538,merrija01,Euribiel Angeles,683494,Luis Liberato,642451,liberlu01,Thomas Milone,641882,CJ Abrams,682928,abramcj01,Pablo Reyes,622569,reyespa01,Jon Singleton,572138,singljo02,Joe Gray Jr.,669336,Corey Ray,641999,rayco01,Brice Turang,668930,turanbr02,Mario Feliciano,666128,felicma01,Mark Mathias,664029,mathima01,Jakson Reetz,656883,reetzja01,Korry Howell,676759,Paddack,663978,paddach01,Weathers,677960,weathry01,Stammen,489334,stammcr01,Adams,613534,adamsau02,Kerr,678061,kerrra01,Fillmyer,641571,fillmhe01,"Peralta, F",642547,peralfr01,Hitt,676334,Suter,608718,suterbr01,Boxberger,502202,boxbebr01,Cousins,664776,cousija01,Milner,571948,milneho01,File,668766
