game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-22,707049,4,1,5,Josh Smith,669701,smithjo11,Eli White,642201,whiteel04,Davis Wendzel,673995,wendzda01,Bubba Thompson,669352,thompbu01,Joe McCarthy,663411,mccarjo04,Matt Carpenter,572761,carpema01,Ezequiel Duran,677649,duranez01,Sam Huff,669087,huffsa01,Josh Stowers,663618,Dominic Canzone,686527,canzodo01,Stone Garrett,656448,garrest01,Braden Bishop,623323,bishobr01,Camden Duzenack,670427,Ryan Bliss,669208,Seth Beer,666179,beerse01,C.J. Chatham,641453,Juan Graterol,492802,grateju01,Stuart Fairchild,656413,faircst01,Allard,663465,allarko01,Alexy,669935,alexyaj01,Burke,656271,burkebr01,Snyder,676766,snydeni01,Winkler,595465,winklda01,Mraz,687437,Vanasco,676568,vanasri01,Bumgarner,518516,bumgama01,"Aguilar, M",620396,aguilmi01,"Kennedy, I",453178,kenneia01,"Gilbert, T",656457,gilbety01,Wendelken,605525,wendejb01,"Ramirez, No",598287,ramirno01,Stumpo,686933
