game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-12,641964,8,9,17,Yonathan Daza,602074,dazayo01,Sam Hilliard,656541,hillisa01,Connor Joe,656582,joeco01,Jameson Hannah,680683,Eric Stamets,608715,stameer01,Alan Trejo,676701,trejoal01,Bret Boswell,641385,Chris Rabago,657253,Colton Welker,666213,welkeco01,Chadwick Tromp,644433,trompch01,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Marco Luciano,682617,luciama01,Steven Duggar,621453,duggast01,Joe McCarthy,663411,mccarjo04,Will Wilson,669717,Logan Wyatt,668824,Arismendy Alcántara,570489,alcanar01,Márquez,608566,marquge01,Diehl,670426,diehlph01,Oberg,623184,obergsc01,"Stephenson, R",596112,stephro01,Sheffield,642068,sheffjo01,"Díaz, Ja",545064,diazja01,Gausman,592332,gausmke01,Kazmir,431148,kazmisc01,Long,669674,longsa01,"González, L",593574,"Rogers, Ty",643511,rogerty01,Núñez,673380,nunezde01,"Castro, K",665645,castrke01,Gott,641627,gotttr01
