game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Away_P_10_Name,Away_P_10_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-08,719225,5,11,16,Junior Sanchez,691265,Michael Wielansky,681933,Ty Kelly,571841,kellyty01,Noah Mendlinger,702331,Jakob Goldfarb,656472,Ryan Lavarnway,543432,lavarry01,Renny Hidalgo,691586,Danny Valencia,502143,valenda01,Matt Mervis,670223,mervima01,Jerar Encarnación,666464,encarje01,Nasim Nuñez,683083,nunezna01,Griffin Conine,665052,Brian Miller,675649,millebr03,Dalvy Rosario,672537,Alex De Goti,621008,degotal01,Santiago Chávez,622700,C.J. Hinojosa,546994,Nick Fortes,663743,forteni01,Gordon,676467,Stock,476594,stockro01,Bleier,542947,bleieri01,Weiss,592848,weissza01,Fishman,670288,fishmja01,"Rossman, B",657745,rossmbu01,Lipetz,525628,Kaminsky,641739,kaminro01,Weinberger,703466,Molnar,663739,"Garrett, B",666129,garrebr01,Leban,681671,Okert,595345,okertst01,Brazoban,623211,brazohu01,Nardi,677053,nardian01,Villalobos,681871,villael02,Reynolds,669308
