game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-04-19,718515,8,8,Taylor Walls,670764,wallsta01,Isaac Paredes,670623,paredis01,Brandon Lowe,664040,lowebr01,Randy Arozarena,668227,arozara01,Christian Bethancourt,542194,bethach01,Manuel Margot,622534,margoma01,Josh Lowe,666139,lowejo01,Yandy Díaz,650490,diazya01,Luke Raley,670042,raleylu01,Jonathan India,663697,indiajo01,Jake Fraley,641584,fraleja01,TJ Friedl,670770,friedtj01,Kevin Newman,621028,newmake01,Luke Maile,571912,mailelu01,Tyler Stephenson,663886,stephty01,Jose Barrero,676480,garcijo02,Jason Vosler,613564,vosleja01,Stuart Fairchild,656413,faircst01,Rasmussen,656876,rasmudr01,Fleming,676596,flemijo01,Fairbanks,664126,fairbpe01,Stoudt,686651,stoudle01,Sims,608371,simslu01,"Cruz, F",518585,cruzfe01,Sanmartin,665665,sanmare01,"Law, D",571882,lawde01,Vosler,613564,vosleja01
