game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-13,641591,5,5,Chris Shaw,622046,shawch01,Ryan McKenna,663630,mckenry01,Chance Sisco,642082,siscoch01,Seth Mejias-Brean,623180,mejiase01,Rylan Bannon,676625,bannory01,Adley Rutschman,668939,rutscad01,Stevie Wilkerson,592859,wilkest01,Mason McCoy,669200,mccoyma01,Terrin Vavra,679631,vavrate01,Riley Adams,656180,adamsri03,Austin Martin,668885,martiau01,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Joshua Palacios,641943,palacjo01,Kevin Smith,675656,smithke05,Miguel Hiraldo,677599,Tyler White,643603,whitety01,Santiago Espinal,669289,espinsa01,LeBlanc,453281,leblawa01,"Scott, Tan",656945,scottta01,Goudeau,623485,goudeas01,Hanhold,621098,hanhoer01,Greene,641632,greenco01,Ray,592662,rayro02,Liriano,434538,liriafr01,Dolis,503569,dolisra01,Romano,605447,romanjo03,Borucki,621366,borucry01
