game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-03-24,718970,12,12,Luis Mieses,672635,Zach Remillard,621545,remilza01,Seby Zavala,664874,zavalse01,Billy Hamilton,571740,hamilbi02,Oscar Colás,693049,colasos01,Kendall Graveman,608665,graveke01,Erik González,570481,gonzaer01,Leury García,544725,garcile02,Romy Gonzalez,663853,gonzaro01,Brent Rooker,667670,rookebr01,Henry Bolte,703607,Michael Guldberg,680671,Tyler Wade,642180,wadety01,Kyle McCann,668832,mccanky01,Carlos Pérez,542208,perezca02,Pablo Reyes,622569,reyespa01,Trenton Brooks,670092,Max Schuemann,680474,schuema01,Cease,656302,ceasedy01,"Kelly, J",523260,kellyjo05,Bummer,607481,bummeaa01,Graveman,608665,graveke01,Muller,666205,mulleky01,Conley,676785,May,543507,maytr01,"Williams, G",624526,Cohen,681484,Howard,641709
