game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-15,747957,8,4,12,Jake DeLeo,691939,Vidal Bruján,660644,brujavi01,Trey Mancini,641820,mancitr01,Jesús Sánchez,660821,sanchje02,Dane Myers,667472,myersda01,Nick Gordon,624503,gordoni01,Mark Coley II,696501,Curt Casali,592200,casalcu01,Tristan Gray,656484,graytr01,Matt Lloyd,651016,Ramon Mendoza,680636,Nick Raposo,695596,Jared Young,676724,youngja02,Michael Siani,672279,sianimi01,Matt Koperniak,689288,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Weathers,677960,weathry01,"Ramirez, E",642629,ramirem01,Nardi,677053,nardian01,Bender,669622,bendean01,"Chirinos, Y",630023,chiriyo01,Matz,571927,matzst01,Rom,680723,romdr01,Marrero,687817,King,667463,kingjo01,Robertson,687798,roberni01,"Rodríguez, W",516853,rodriwi02
