game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-07,642080,1,5,6,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Chavez Young,669945,Forrest Wall,657088,wallfo01,Kevin Smith,675656,smithke05,Tyler White,643603,whitety01,Gabriel Moreno,672515,morenga01,Santiago Espinal,669289,espinsa01,Otto Lopez,672640,lopezot01,Christin Stewart,621514,stewach02,Kody Clemens,665019,clemeko01,Aderlin Rodríguez,573669,Dillon Dingler,693307,Brady Policelli,670149,Jacob Robson,615699,robsoja01,Daniel Pinero,615697,Jake Rogers,668670,rogerja03,Danny Woodrow,670143,Ray,592662,rayro02,"Castro, A",621593,castran02,Tice,676709,ticety01,Luciano,672773,luciael01,Allgeyer,680430,allgeni01,"Harris, H",665048,harriho02,Ureña,570632,urenajo01,Taylor,664701,taylobe10,Mize,663554,mizeca01,Teheran,527054,teherju01,Cisnero,542585,cisnejo01,"Holland, D",502706,hollade01
