game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-17,719076,2,7,9,Brett Auerbach,682266,Casey Schmitt,669477,schmica01,Ford Proctor,665154,proctfo01,Bryce Johnson,669369,johnsbr03,Armando Alvarez,669137,Austin Wynns,642851,wynnsau01,Blake Sabol,666165,sabolbl01,Will Wilson,669717,Ismael Munguia,665998,Brent Rooker,667670,rookebr01,Trenton Brooks,670092,Ryan Noda,676116,nodary01,Tyler Soderstrom,691016,soderty01,Kevin Smith,675656,smithke05,Zack Gelof,680869,gelofza01,Denzel Clarke,672016,Tyler Wade,642180,wadety01,Kyle McCann,668832,mccanky01,Stripling,548389,stripro01,Alexander,518397,alexasc02,"Rogers, Ty",643511,rogerty01,Llovera,661440,llovema01,Adón,661536,Kaprielian,621076,kaprija01,May,543507,maytr01,Acevedo,642758,acevedo01,"Smith, C",663385,smithch12,Steckenrider,608716,steckdr01,Hall,687205
