game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-17,719077,9,7,16,Yonny Hernández,660634,hernayo02,Devin Mann,669471,Luke Williams,663897,willilu01,Hunter Feduccia,676439,Justin Yurchak,657144,Sean McLain,683169,Drew Avans,682183,Steven Duggar,621453,duggast01,Bradley Zimmer,605548,zimmebr01,Josue Huma,673045,Parker Chavers,685091,Scott McKeon,685096,Julian Merryweather,657240,merryju01,Luis Torrens,620443,torrelu01,Matt Mervis,670223,mervima01,D.J. Artis,663600,Jacob Wetzel,689047,Luis Verdugo,677605,Pepiot,686752,pepiory01,Curtis,656342,Kolarek,592473,kolarad01,"Scott, Tay",605463,scottta02,"De La Rosa, R",523989,delarru01,Bickford,641360,bickfph01,Cyr,664202,cyrty01,Wesneski,669713,wesneha01,Bain,694053,Remy,663880,Alzolay,640470,alzolad01,Wick,592858,wickro01,Kay,641743,kayan01,Merryweather,657240,merryju01
