game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-19,707028,3,3,6,Max McDowell,664120,Everson Pereira,677592,pereiev01,Chad Bell,687382,Trey Sweeney,700242,Andrés Chaparro,665953,Cristian Perez,666524,Oswaldo Cabrera,665828,cabreos01,Brandon Lockridge,663604,Elijah Dunham,685313,Yusniel Díaz,666783,diazyu01,Gunnar Henderson,683002,hendegu01,Robert Neustrom,680438,J.C. Escarra,641555,Johnny Rizer,667521,Maverick Handley,668974,Colton Cowser,681297,cowseco01,Patrick Dorrian,657562,Waldichuk,686610,waldike01,Holmes,605280,holmecl01,Brito,666745,britojh01,Barclay,687607,"Greene, Z",681891,Hartman,670057,hartmry01,Farmer,686594,"López, Jo",605347,lopezjo02,"Knight, B",667421,"Bautista, F",642585,bautife01,Gillaspie,670810,gillalo01,Sedlock,642060,sedloco01
