game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2023-03-19,719056,4,5,9,Corey Julks,667452,julksco01,Mauricio Dubón,643289,dubonma01,Jake Meyers,676694,meyerja02,Marty Costes,664753,J.J. Matijevic,656695,matijjj01,Kenedy Corona,685744,Dixon Machado,553988,machadi01,Rylan Bannon,676625,bannory01,César Salazar,663967,salazce01,Jerar Encarnación,666464,encarje01,Brady Allen,680918,Victor Mesa Jr.,683748,Griffin Conine,665052,Jorge Soler,624585,solerjo01,Austin Allen,664119,allenau01,Alex De Goti,621008,degotal01,Kahlil Watson,696135,C.J. Hinojosa,546994,Javier,664299,javiecr01,"Martinez, S",661527,martise01,Bielak,656232,bielabr01,"Cabrera, E",665795,cabreed02,Chargois,608638,chargjt01,"Garrett, B",666129,garrebr01,Puckett,657252,Charle,680606
