game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-26,748228,2,1,3,Tavian Josenberger,694444,Leandro Arias,703202,Billy Cook,695257,Maverick Handley,668974,Donta' Williams,676024,David Bañuelos,675915,banueda01,John Rhodes,687981,Errol Robinson,642021,Matthew Etzel,803033,Luis Liberato,642451,liberlu01,Cade Bunnell,685298,David Fletcher,664058,fletcda02,Forrest Wall,657088,wallfo01,Tyler Tolve,681172,Luke Williams,663897,willilu01,Luke Waddell,680672,Alejo Lopez,664670,lopezal03,Nacho Alvarez Jr.,805373,"Johnson, S",686751,"Webb, J",657097,webbja01,Ort,672391,ortka01,Krook,640454,krookma01,"Suárez, An",605498,suarean01,Pinto,686645,Hoffman,676510,Fried,608331,friedma01,"López, R",625643,lopezre01,Minter,621345,minteaj01,Matzek,554431,matzety01,"Lee, D",669276,leedy01,Niekro,673908,Dunshee,670161
