game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-29,706952,1,3,4,Matt Lipka,547181,Maikel Franco,596748,francma02,Jordy Barley,672357,Chris Herrmann,543302,herrmch01,Viandel Pena,678854,Dee Strange-Gordon,543829,gordode01,Joey Meneses,608841,menesjo01,Nelson Cruz,443558,cruzne02,Yadiel Hernandez,628450,hernaya01,Grae Kessinger,666197,kessigr01,Aledmys Díaz,649557,diazal02,Franklin Barreto,620439,barrefr02,Marty Costes,664753,Pedro León,694175,David Hensley,682073,henslda01,Alex De Goti,621008,degotal01,César Salazar,663967,salazce01,Zach Daniels,671113,Edwards Jr.,605218,edwarca01,Rainey,663432,raineta01,Finnegan,640448,finneky01,Murphy,641907,murphpa02,Clay,621348,claysa01,"Fry, J",605240,fryja01,Weems,607179,weemsjo01,Arano,644364,aranovi01,Verlander,434378,verlaju01,Bielak,656232,bielabr01,"Báez, P",520980,baezpe01,Neris,593576,nerishe01,Stanek,592773,stanery01,James,657624,jamesjo02
