game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-13,747990,1,4,5,Jace Jung,690291,Anthony Bemboom,621532,bemboan01,Justice Bigbie,694425,Ryan Kreidler,668952,kreidry01,Keston Hiura,669374,hiurake01,Christian Molfetta,681538,Ryan Vilade,668723,viladry01,Corey Joyce,687144,Buddy Kennedy,671083,kennebu01,Kody Clemens,665019,clemeko01,Darick Hall,669742,hallda02,Jake Cave,595909,caveja01,Edmundo Sosa,624641,sosaed01,Scott Kingery,664068,kingesc01,William Simoneit,686766,Carlos De La Cruz,678926,Garrett Stubbs,596117,stubbga01,Cal Stevenson,670276,steveca01,Flaherty,656427,flaheja01,Wentz,666214,wentzjo01,"Holton, T",663947,holtoty01,Vest,676684,vestwi01,"Nola, Aa",605400,nolaaa01,"Francisco, CA",687956,Domínguez,622554,dominse01,"Soto, G",642397,sotogr01,"Nelson, N",656793,nelsoni01,Brice,592169,briceau01
