game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-11,748010,2,1,3,Oscar Gonzalez,660757,gonzaos01,Max Burt,661733,Benjamin Cowles,701496,Roderick Arias,703149,Carlos Narvaez,665966,Elijah Dunham,685313,T.J. Rumfield,681198,Spencer Jones,682987,Aaron Palensky,695312,David Dahl,621311,dahlda01,Aramis Garcia,605244,garciar01,Scott Kingery,664068,kingesc01,Jim Haley,670113,Nick Podkul,674951,Carlos De La Cruz,678926,Weston Wilson,642215,wilsowe01,Matt Kroon,663714,Símon Muzziotti,665922,muzzisi01,Beeter,690925,beetecl01,Gil,661563,gillu01,Misiewicz,664948,misiean01,Mauricio,676089,Wheeler,554430,wheelza01,Abel,690953,McKay,681473,Brogdon,641401,brogdco01,Bellatti,571479,bellaan01,"Ortiz, L.F.",656814,ortizlu02,Lehman,656647,"Marte, Y",628708,marteyu01
