game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-14,747973,3,5,8,Shay Whitcomb,694376,Rolando Espinosa,678849,John Garcia,801039,Mauricio Dubón,643289,dubonma01,Joey Loperfido,694388,loperjo01,Pedro León,694175,Trey Cabbage,663550,cabbatr01,Jesús Bastidas,665846,César Salazar,663967,salazce01,Brady House,691781,Nasim Nuñez,683083,nunezna01,James Wood,695578,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Lewin Díaz,650331,diazle01,Joey Meneses,608841,menesjo01,Drew Millas,686452,milladr01,Dylan Crews,686611,"Contreras, L",664351,Bielak,656232,bielabr01,Kuhnel,669270,kuhnejo01,Suero,593833,suerowa01,King,687911,Davies,605200,davieza02,Rainey,663432,raineta01,Bleier,542947,bleieri01,"Barnes, J",606930,barneja01,La Sorsa,686747,lasorjo01
