game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-16,642184,3,12,15,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Tyler Soderstrom,691016,soderty01,Pete Kozma,518902,kozmape01,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Jacob Wilson,607111,wilsoja04,Logan Davidson,669722,Daulton Varsho,662139,varshda01,Trayce Thompson,572204,thomptr01,Bryan Holaday,592407,holadbr01,Jake McCarthy,664983,mccarja02,Taylor Clarke,664199,clarkta01,Christian Lopes,547173,lopesch01,Domingo Leyba,642736,leybado01,Pavin Smith,656976,smithpa04,Juniel Querecuto,578570,quereju01,Luzardo,666200,luzarje01,Acevedo,642758,acevedo01,Romo,489265,romose01,"Smith, B",572143,smithbu03,Wendelken,605525,wendejb01,Angulo,656196,"Jackson, Z",667427,jacksza02,Bumgarner,518516,bumgama01,Clippard,461325,clippty01,Swarzak,461872,swarzan01,"Clarke, T",664199,clarkta01
