,game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Home_SP_Name,Home_SP_ID
0,2024-05-28,745412,0,0,0,Jake Burger,669394,Bryan De La Cruz,650559,Nick Gordon,624503,Josh Bell,605137,Tim Anderson,641313,Nick Fortes,663743,Jazz Chisholm Jr.,665862,Jesús Sánchez,660821,Otto Lopez,672640,José Azocar,640492,Jurickson Profar,595777,Donovan Solano,456781,Kyle Higashioka,543309,Manny Machado,592518,Fernando Tatis Jr.,665487,Jake Cronenworth,630105,Ha-Seong Kim,673490,Luis Arraez,650333,Luzardo,666200,Waldron,663362
