game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-27,718926,12,8,20,Yanquiel Fernandez,692585,Hunter Goodman,696100,goodmhu01,Zac Veen,691728,Alan Trejo,676701,trejoal01,Julio Carreras,679734,Hunter Stovall,667663,Cole Tucker,657061,tuckeco01,Ronaiker Palma,681623,Daniel Montano,665914,Brian Navarreto,640459,navarbr01,Kay-Lan Nicasia,702461,Eduarqui Fernandez,682631,Lamar Sparks,676473,Daniel Guilarte,694206,Gregory Barrios,699126,Robert Moore,691001,Tayden Hall,695554,Carlos D. Rodriguez,677578,Ureña,570632,urenajo01,Seabold,657756,seaboco01,Suter,608718,suterbr01,Lamet,659275,lametdi01,Hand,543272,handbr01,"Bard, D",453268,bardda01,Darnell,699911,Poulin,676571,Lauer,641778,lauerer01,"Wilson, B",669060,wilsobr02,Guerra,642770,guerrja02,Claudio,592222,claudal01,"Williams, D",642207,willide03,Yeager,687866,Vieira,600986,vieirth01
