game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-05,719264,2,6,8,Michael Papierski,657709,papiemi01,Brendon Davis,663478,davisbr04,Zack Short,670097,shortza01,Luis García,677593,Jonathan Davis,641505,davisjo05,Parker Meadows,678009,meadopa01,Dillon Dingler,693307,Justyn-Henry Malloy,669234,Mario Feliciano,666128,felicma01,Mikey Perez,668882,Dalton Kelly,665138,Kala'i Rosario,693850,Elliot Soto,519303,sotoel01,Misael Urbina,682618,Willie Joe Garry Jr.,681831,Grayson Greiner,606988,greingr01,Ben Ross,805346,Jose Salas,691191,Wentz,666214,wentzjo01,"Díaz, M",622766,diazmi02,Cisnero,542585,cisnejo01,"García, R",665621,garciro03,Faedo,656412,faedoal01,Lescher,676737,"Fry, J",605240,fryja01,"López, P",641154,lopezpa01,Mahle,641816,mahlety01,Thielbar,573204,thielca01,"Duran, J",661395,duranjh01,Alcala,660896,alcaljo01,Jax,643377,jaxgr01
