game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-12,747998,1,8,9,J.C. Escarra,641555,Max Burt,661733,Luis Torrens,620443,torrelu01,Benjamin Cowles,701496,Cole Gabrielson,702068,Caleb Durbin,702332,Carlos Narvaez,665966,Elijah Dunham,685313,Brandon Lockridge,663604,Rafael Lantigua,672463,Alan Roden,702176,Will Robertson,683770,Rainer Nunez,678742,Steward Berroa,672642,Brian Serven,661531,servebr01,Payton Henry,668721,henrypa01,Damiano Palmegiani,671913,Josh Kasevich,688460,"Santana, D",642701,santade01,Underwood Jr.,621249,underdu01,Andrews,677076,andrecl02,Messinger,684725,"Calderon, Y",683583,Smith,694696,Berríos,621244,berrijo01,Fraze,684946,Little,663893,littlbr02,Pop,647315,popza01,Cooke,701566,Eisert,685126,Clifton,641461
