game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-10,748029,8,9,17,Bryson Horne,695587,Cal Conley,695462,Kevin Kilpatrick Jr.,687201,Justin Dean,681909,Keshawn Ogans,687248,Drake Baldwin,686948,Cade Bunnell,685298,Skye Bolt,621450,boltsk01,Ambioris Tavarez,694222,Oscar Gonzalez,660757,gonzaos01,Trent Grisham,663757,grishtr01,Everson Pereira,677592,pereiev01,Luis Torrens,620443,torrelu01,Jose Rojas,670351,rojasjo02,Carlos Narvaez,665966,Josh VanMeter,642165,vanmejo01,Kevin Smith,675656,smithke05,Jorbit Vivas,678391,Smith-Shawver,700363,smithaj01,Halligan,701856,"Lee, D",669276,leedy01,"Stephens, J",623451,stephja01,Logue,656657,logueza01,"Riley, T",681803,Schmidt,657376,schmicl01,Gerber,680702,gerbejo01,"González, V",624647,gonzavi02,Ferguson,657571,ferguca01,Marinaccio,676760,marinro01,Tully,668684,tullyta01
