game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-24,747827,1,5,6,Kellum Clark,690969,Ryan Clifford,691775,Drew Gilbert,687551,Nick Lorusso,700681,Simon Juan,703159,Vincent Perozo,691710,William Lugo,683493,Junior Tilien,691708,Yohairo Cuevas,699293,JT Mabry,815842,Andrew Fernandez,809327,Zach Zubia,687036,Vidal Bruján,660644,brujavi01,Cody Morissette,681357,Christian Bethancourt,542194,bethach01,Dalvy Rosario,672537,Jacob Berry,694351,Tanner Allen,669327,Megill,656731,megilty01,Reid-Foley,656887,reidfse01,Simon,815084,Geber,802363,McCaughan,670766,mccauda01,Nardi,677053,nardian01,"Scott, Tan",656945,scottta01,"Sánchez, S",664350,sanchsi01,Bender,669622,bendean01
