game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,over_under_runline
716651,2023-09-09,4,8,12,144,Atlanta Braves,134,Pittsburgh Pirates,27009,27013,Ke'Bryan Hayes,663647,hayeske01,Bryan Reynolds,668804,reynobr01,Connor Joe,656582,joeco01,Miguel Andujar,609280,andujmi01,Endy Rodríguez,682848,rodrien01,Liover Peguero,678894,pegueli01,Jack Suwinski,669261,suwinja01,Jared Triolo,669707,triolja01,Ronald Acuña Jr.,660670,acunaro01,Ozzie Albies,645277,albieoz01,Austin Riley,663586,rileyau01,Matt Olson,621566,olsonma02,Marcell Ozuna,542303,ozunama01,Eddie Rosario,592696,rosared01,Sean Murphy,669221,murphse01,Orlando Arcia,606115,arciaor01,Dylan Dodd,689266,dodddy01,Johan Oviedo,670912,oviedjo01,Michael Tonkin,543859,tonkimi01,Darius Vines,670241,vinesda01,Kirby Yates,489446,yateski01,Ryan Borucki,621366,borucry01,Colin Selby,681882,selbyco01,Carmen Mlodzinski,669387,mlodzca01,Colin Holderman,670059,holdeco01,David Bednar,670280,bednada01,10.5
