game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-05,719256,6,4,10,A.J. Vukovich,691021,Tim Tawa,694374,Blaze Alexander,677942,alexabl01,Deyvison De Los Santos,691277,Yairo Muñoz,622168,munozya01,Phillip Evans,595943,evansph01,Ali Sánchez,645305,sanchal04,Buddy Kennedy,671083,kennebu01,Jake Hager,606993,hagerja01,Zack Collins,641470,colliza01,Angel Martínez,682657,Joe Lampe,802407,Meibrys Viloria,650619,vilorme01,Johnathan Rodriguez,671286,rodrijo10,Petey Halpin,690984,José Tena,677588,tenajo01,Joe Naranjo,683172,Juan Brito,682877,Bumgarner,518516,bumgama01,McGough,543518,mcgousc01,Solomon,656981,solompe01,"Martin, Co",656686,martico02,"Martinez, Ju",679885,martiju01,Brice,592169,briceau01,McKenzie,663474,mckentr01,Diehl,670426,diehlph01,Morgan,669212,morgael01,Battenfield,685410,battepe01,"Allen, L.T.",671106,allenlo02,"Knight, D",643400,knighdu01,Baragar,670056,baragca01
