game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
745652,2024-06-08,0,7,7,133,Oakland Athletics,141,Toronto Blue Jays,27016,27010,Davis Schneider,676914,schneda03,Spencer Horwitz,687462,horwisp01,Vladimir Guerrero Jr.,665489,guerrvl02,Bo Bichette,666182,bichebo01,Danny Jansen,643376,janseda01,Daniel Vogelbach,596129,vogelda01,Daulton Varsho,662139,varshda01,Isiah Kiner-Falefa,643396,kineris01,Abraham Toro,647351,toroab01,JJ Bleday,668709,bledajj01,Brent Rooker,667670,rookebr01,Daz Cameron,663662,camerda01,Seth Brown,664913,brownse01,Shea Langeliers,669127,langesh01,Tyler Soderstrom,691016,soderty01,Zack Gelof,680869,gelofza01,Luis Medina,665622,medinlu02,Kevin Gausman,592332,gausmke01,Jack O'Loughlin,672552,olougja01,Vinny Nittoli,657697,nittovi01
