game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-23,641605,5,5,10,Yasmany Tomás,630111,tomasya01,Carter Kieboom,666198,kieboca01,Andrew Stevenson,664057,stevean01,Juan Soto,665742,sotoju01,Tres Barrera,668663,barretr01,Josh Harrison,543281,harrijo05,Dakota Bacus,621290,bacusda01,Jordy Mercer,474568,mercejo03,Gerardo Parra,467827,parrage01,Max Moroff,621559,morofma01,Justin Williams,642211,williju02,Dennis Ortega,650883,Lane Thomas,657041,thomala02,Delvin Pérez,666206,Edmundo Sosa,624641,sosaed01,Austin Dean,621573,deanau01,José Rondón,602922,rondojo02,Evan Mendoza,656734,Lester,452657,lestejo01,McGowin,641851,mcgowky01,Ross,605452,rossjo01,Bacus,621290,bacusda01,Wainwright,425794,wainwad01,"Cabrera, G",650893,cabrege01,Cruz,672911,cruzje01,"Reyes, Al",621052,reyesal02,Helsley,664854,helslry01
