game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-08,761562,5,4,9,Brewer Hicklen,676551,hicklbr01,Tyler Black,672012,blackty01,Brock Wilken,694385,Eric Brown Jr.,687521,Jake Bauers,641343,bauerja01,Sal Frelick,686217,frelisa01,Chris Roller,676896,rollech01,Eduardo Garcia,682633,Eric Haase,606992,haaseer01,Esteury Ruiz,665923,ruizes01,Max Muncy,691777,Drew Lugbauer,656666,Tyler Soderstrom,691016,soderty01,Yohel Pozo,650968,pozoyo01,Miguel Andujar,609280,andujmi01,Cooper Bowman,688682,Brett Harris,695391,harribr02,Hoy Park,660829,parkho01,"Rodriguez, Carlos F.",692230,"Smith, S",681343,"Hudson, B",663542,hudsobr01,Junk,676083,junkja01,Spence,687765,spencmi01,"Jiménez, D",666204,jimenda01,Erceg,668674,erceglu01,"Miller, M",695243,millema03,Nittoli,657697,nittovi01,"Moreno, G",642575,Cohen,681484
