game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-15,747963,2,7,9,Shayne Fontana,687833,Donta' Williams,676024,Anthony Servideo,676545,Jake Cunningham,801507,Collin Burns,700936,TT Bowens,688449,Coby Mayo,691723,Michael Pérez,605421,perezmi03,Connor Norby,681393,Ryan Cermak,688714,Alex Jackson,656577,jacksal02,Nick Meyer,680722,Mason Auer,687020,Ronny Simon,682927,Jake Mangum,663968,C.J. Hinojosa,546994,Rob Brantly,542963,brantro01,Osleivis Basabe,678545,basabos01,Kremer,665152,kremede01,"Suárez, Al",544150,suareal01,"Watson, R",670245,"Roth, H",674175,Uwasawa,683822,uwasana01,Waguespack,621097,wagueja01,"Maton, P",664208,matonph01,Adam,592094,adamja01
