game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,over_under_runline
662054,2022-05-18,6,1,7,139,Tampa Bay Rays,116,Detroit Tigers,27003,26999,Robbie Grossman,543257,grossro01,Willi Castro,650489,castrwi01,Javier Báez,595879,baezja01,Jeimer Candelario,600869,candeje01,Jonathan Schoop,570731,schoojo01,Harold Castro,605612,castrha01,Spencer Torkelson,679529,torkesp01,Tucker Barnhart,571466,barnhtu01,Yandy Díaz,650490,diazya01,Wander Franco,677551,francwa01,Harold Ramírez,623912,ramirha02,Randy Arozarena,668227,arozara01,Francisco Mejía,642336,mejiafr01,Isaac Paredes,670623,paredis01,Vidal Bruján,660644,brujavi01,Taylor Walls,670764,wallsta01,Drew Rasmussen,656876,rasmudr01,Eduardo Rodriguez,593958,rodried05,Matt Wisler,605538,wislema01,Colin Poche,621363,pocheco01,J.P. Feyereisen,656420,feyerjo01,Rony García,665621,garciro03,Jacob Barnes,606930,barneja01,Will Vest,676684,vestwi01,Alex Lange,656638,langeal01,Michael Fulmer,605242,fulmemi01,Wily Peralta,503449,peralwi01,7.0
