game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-14,719117,5,2,7,Coco Montes,663796,monteco01,Aaron Schunk,668845,Grant Lavigne,680693,Drew Romo,691011,Jameson Hannah,680683,Zac Veen,691728,Connor Kaiser,663731,kaiseco01,Dinelson Lamet,659275,lametdi01,Braiden Ward,685274,Christopher Morel,666624,morelch01,Zach McKinstry,656716,mckinza01,Mike Tauchman,643565,tauchmi01,Sergio Alcántara,642727,alcanse01,Jake Slaughter,670237,Dom Nuñez,624513,nunezdo01,Jordan Nwogu,685087,Nick Madrigal,663611,madrini01,David Bote,623520,boteda01,Márquez,608566,marquge01,"Lambert, P",663567,lambepe01,Hand,543272,handbr01,Suter,608718,suterbr01,Lamet,659275,lametdi01,Steele,657006,steelju01,Merryweather,657240,merryju01,Duffey,608648,duffety01,Alzolay,640470,alzolad01,Borucki,621366,borucry01,Estrada,669093,estraje01
