game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-23,718998,7,4,11,Caleb Hamilton,643348,hamilca01,Eddinson Paulino,682796,Alex Binelas,681323,Jarren Duran,680776,duranja01,Tyler Dearden,676280,Edwin Díaz,641521,Max Ferguson,681132,Ronaldo Hernández,660613,Miguel Ugueto,692568,Miguel Andujar,609280,andujmi01,Yordany De Los Santos,703154,Rodolfo Castro,666801,castrro01,Travis Swaggerty,680552,swaggtr01,Tucupita Marcano,672779,marcatu01,Jason Delay,641511,delayja01,Mark Mathias,664029,mathima01,Ewry Espinal,691919,Drew Maggi,543482,maggidr01,Winckowski,670174,winckjo01,Bleier,542947,bleieri01,Brasier,518489,brasiry01,Sherriff,595411,sherrry01,Guerrero,692285,Jacques,682175,jacqujo01,Underwood Jr.,621249,underdu01,Oviedo,670912,oviedjo01,De Jong,608328,dejonch01,Holderman,670059,holdeco01,Zastryzny,642239,zastrro01
