game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-28,706822,2,1,3,Ross Adolph,680244,Marty Costes,664753,Cristian Gonzalez,682685,Korey Lee,686676,leeko01,Scott Schreiber,676073,Alex De Goti,621008,degotal01,Luis Santana,670919,Chas McCormick,676801,mccorch01,Yordan Alvarez,670541,alvaryo01,Conner Capel,668843,capelco01,Alec Burleson,676475,burleal01,Ben DeLuzio,641512,deluzbe01,Juan Yepez,660766,yepezju01,Julio E. Rodriguez,667372,Delvin Pérez,666206,Luken Baker,663609,bakerlu01,Noah Mendlinger,702331,Brendan Donovan,680977,donovbr01,"Valdez, F",664285,valdefr01,Pressly,519151,pressry01,"Maton, P",664208,matonph01,Javier,664299,javiecr01,"Morgan, A",605388,morgaad01,"Taylor, B",642130,taylobl01,Wainwright,425794,wainwad01,"Hicks, J",663855,hicksjo03,Helsley,664854,helslry01,Wittgren,621295,wittgni01,Gallegos,606149,gallegi01
