game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID
2024-05-31,745574,Nolan Gorman,669357,gormano01,Nolan Arenado,571448,arenano01,Matt Carpenter,572761,carpema01,Brandon Crawford,543063,crawfbr01,Alec Burleson,676475,burleal01,Paul Goldschmidt,502671,goldspa01,Michael Siani,672279,sianimi01,Brendan Donovan,680977,donovbr01,Iván Herrera,671056,herreiv01,Mikolas,571945,mikolmi01
