game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-16,747944,8,5,13,Nathan Church,701675,Pedro Pagés,686780,pagespe02,Michael Curialle,683152,Dakota Harris,703766,Brody Moore,690914,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Kade Kretzschmar,811210,Brady House,691781,Nasim Nuñez,683083,nunezna01,Jeremy De La Rosa,682707,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Lewin Díaz,650331,diazle01,Jacob Young,696285,youngja03,Israel Pineda,672832,pinedis01,Mikolas,571945,mikolmi01,Kittredge,552640,kittran01,Fernandez,681676,fernary01,O'Brien,676617,obrieri01,"Law, D",571882,lawde01,"Perdomo, L",606131,perdolu02,Floro,571670,florody01,Rainey,663432,raineta01,"Garcia, Ro",676395,garciro04,Gsellman,607229,gsellro01,"Reyes, L",642530
