game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-17,719083,16,2,18,José Alvarez,672905,Justin Toerner,682109,Kramer Robertson,670298,roberkr01,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Juniel Querecuto,578570,quereju01,Brady Allen,680918,Victor Mesa Jr.,683748,Joe Rizzo,666143,Dalvy Rosario,672537,Jazz Chisholm Jr.,665862,chishja01,Kahlil Watson,696135,Santiago Chávez,622700,C.J. Hinojosa,546994,Ian Lewis,691588,Matz,571927,matzst01,VerHagen,572403,verhadr01,Helsley,664854,helslry01,"Hicks, J",663855,hicksjo03,"Stratton, C",608717,stratch01,"Rogers, Tr",669432,rogertr01,Burgos,542609,burgoen02,"Quezada, J",629498,quezajo01,Floro,571670,florody01,"Scott, Tan",656945,scottta01,Jozwiak,685001,Puk,640462,pukaj01,Villalobos,681871,villael02
