game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-19,747895,4,1,5,Tim Tawa,694374,Kevin Graham,681184,Neyfy Castillo,678689,Kevin Newman,621028,newmake01,Jose Herrera,645444,herrejo04,Wilderd Patiño,679741,Jose Fernandez,699912,Kevin Sim,691726,Elvis Andrus,462101,andruel01,Alexander Canario,672744,canaral01,Juan Mora,680643,Dominic Smith,642086,smithdo02,Jorge Alfaro,595751,alfarjo01,Jonathon Long,675085,Jefferson Encarnacion,678893,Jacob Wetzel,689047,Miles Mastrobuoni,670156,mastrmi01,David Bote,623520,boteda01,"Rodriguez, Ed",593958,rodried05,Saalfrank,685314,saalfan01,Montes De Oca,801216,Hughes,676714,hughebr01,Morales,672839,moralfr02,"Gutierrez, G",677916,Pope,687166,Hendricks,543294,hendrky01,Wesneski,669713,wesneha01,Little,681432,littllu01,Brewer,605155,breweco01,Nahas,687481
