game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-05,719261,5,2,7,Joey Ortiz,687401,ortizjo06,Mark Kolozsvary,656627,kolozma01,Heston Kjerstad,677008,kjershe01,Coby Mayo,691723,Lewin Díaz,650331,diazle01,Josh Lester,623507,lestejo02,Daz Cameron,663662,camerda01,Connor Norby,681393,César Prieto,693409,Greg Jones,675659,Roberto Alvarez,666712,Grant Witherspoon,680710,Niko Hulsizer,680881,Ruben Cardenas,665180,Ronny Simon,682927,Blake Hunt,675448,Jonathan Aranda,666018,arandjo01,Osleivis Basabe,678545,basabos01,Bradish,680694,bradiky01,Baumann,657508,baumami01,"Garrett, R",657585,garrere01,Politi,681555,Hoffman,676510,"Chirinos, Y",630023,chiriyo01,Criswell,681867,criswco01,Hembree,592390,hembrhe01,Beeks,656222,beeksja02,"Thompson, R",657044,thompry02,Cleavinger,664076,cleavga01,"Rodriguez, El",660730,rodriel02,Reifert,682126
