game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
747873,2024-03-21,2,3,5,134,Pittsburgh Pirates,141,Toronto Blue Jays,27013,27010,George Springer,543807,springe01,Bo Bichette,666182,bichebo01,Justin Turner,457759,turneju01,Alejandro Kirk,672386,kirkal01,Kevin Kiermaier,595281,kiermke01,Cavan Biggio,624415,biggica01,Davis Schneider,676914,schneda03,Spencer Horwitz,687462,horwisp01,Oneil Cruz,665833,cruzon01,Bryan Reynolds,668804,reynobr01,Ke'Bryan Hayes,663647,hayeske01,Jack Suwinski,669261,suwinja01,Andrew McCutchen,457705,mccutan01,Rowdy Tellez,642133,tellero01,Michael A. Taylor,572191,taylomi02,Liover Peguero,678894,pegueli01,Bailey Falter,663559,falteba01,Ricky Tiedemann,694357,unknown,J.C. Flowers,669001,unknown,David Bednar,670280,bednada01,Ryan Borucki,621366,borucry01,Jose Hernandez,669796,hernajo03,Josh Fleming,676596,flemijo01,Roansy Contreras,672710,contrro01,Paolo Espino,502179,espinpa01,Hayden Juenger,696522,unknown,unknown
