game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-26,641568,7,6,13,CJ Alexander,680769,Michael Harris II,671739,harrimi04,Braden Shewmake,669699,shewmbr01,Sean Kazmar Jr.,453527,kazmase01,Travis Demeritte,641513,demertr01,William Contreras,661388,contrwi02,Johan Camargo,622666,camarjo01,Bryce Ball,668787,Justin Dean,681909,Kyle Garlick,664247,garliky01,Rob Refsnyder,608701,refsnro01,Keon Broxton,542979,broxtke01,Jose Miranda,669304,miranjo01,Aaron Sabato,693306,David Bañuelos,675915,banueda01,Drew Maggi,543482,maggidr01,Spencer Steer,668715,steersp01,JT Riddle,595375,riddljt01,"Newcomb, S",656794,newcose01,"Jones, N",518858,jonesna01,Dayton,594795,daytogr01,Vodnik,680767,vodnivi01,Woods,682016,woodswi02,"Hernández, D",678226,hernada03,Tarnok,676206,tarnofr01,Maeda,628317,maedake01,"Happ, J",457918,happja01,Hackimer,664785,Duffey,608648,duffety01
