game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-26,747803,1,6,7,Joe Lampe,802407,Milan Tolentino,675455,Nate Furman,801501,Daniel Schneemann,682177,Jake Fox,695780,Yordys Valdes,686798,Alexfri Planez,678413,Zac Fascia,659359,Joe Naranjo,683172,Tommy Troy,694371,Kevin Graham,681184,David Martin,688808,Neyfy Castillo,678689,Juan Corniel,691284,Sheng-Ping Chen,691283,Wilderd Patiño,679741,Brett Johnson,805842,Jeremiah Boyd,681317,McKenzie,663474,mckentr01,Sandlin,680704,sandlni01,Labaut,665178,"Smith, C",671922,smithca06,Pfaadt,694297,pfaadbr01,"Thompson, R",657044,thompry02,"Nelson, K",669459,nelsoky01,Jarvis,686826,jarvibr01,Matthews,687397
