game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-04-20,662734,1,5,6,Adam Duvall,594807,duvalad01,Manny Piña,444489,pinama01,Alex Dickerson,543105,dickeal01,Matt Olson,621566,olsonma02,Eddie Rosario,592696,rosared01,Ozzie Albies,645277,albieoz01,Dansby Swanson,621020,swansda01,Orlando Arcia,606115,arciaor01,Marcell Ozuna,542303,ozunama01,Will Smith,669257,smithwi05,Chris Taylor,621035,tayloch03,Max Muncy,571970,muncyma01,Freddie Freeman,518692,freemfr01,Hanser Alberto,593643,alberha01,Cody Bellinger,641355,bellico01,Mookie Betts,605141,bettsmo01,Trea Turner,607208,turnetr01,Justin Turner,457759,turneju01,"Morton, C",450203,mortoch02,McHugh,543521,mchugco01,Thornburg,592804,thornty01,"Smith, W",519293,smithwi04,Gonsolin,664062,gonsoto01,Graterol,660813,gratebr01,"White, M",669952,whitemi03
