game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-03,748129,1,3,4,Luis De Los Santos,665782,Leo Jimenez,677870,Rafael Lantigua,672463,Phil Clarke,671287,Will Robertson,683770,Steward Berroa,672642,Max McDowell,664120,Orelvis Martinez,682619,Damiano Palmegiani,671913,Nick Yorke,694377,Joe Dunand,656388,dunanjo01,Chase Meidroth,805367,Jamie Westbrook,642197,Corey Rosier,681468,Nathan Hickey,687208,Mark Kolozsvary,656627,kolozma01,Romy Gonzalez,663853,gonzaro01,Dalton Guthrie,656495,guthrda01,Espino,502179,espinpa01,Fluharty,689254,Cooke,701566,Juenger,696522,Brock,697813,Bash,687856,"Crawford, K",676710,crawfku01,Walter,687888,waltebr01,Shugart,663767,Luetge,476595,luetglu01,"Alexander, J",669920,alexaja01
