game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-03,719298,11,6,17,Brenner Cox,702685,Lucius Fox,665650,foxlu01,Erick Mejia,625510,mejiaer01,Travis Blankenhorn,663905,blanktr01,Michael Chavis,656308,chavimi01,Donovan Casey,661541,Jake Alu,666906,aluja01,Israel Pineda,672832,pinedis01,Yasel Antuna,671276,Jaylin Davis,664041,davisja03,Francisco Alvarez,682626,alvarfr01,Tim Locastro,641796,locasti01,Ronny Mauricio,677595,mauriro01,Mark Vientos,668901,vientma01,Daniel Vogelbach,596129,vogelda01,Brett Baty,683146,batybr01,Wyatt Young,696281,Alex Ramírez,691267,Williams,592866,willitr01,Adon,672851,adonjo01,Edwards Jr.,605218,edwarca01,Arano,644364,aranovi01,Finnegan,640448,finneky01,"Irvin, J",663623,irvinja01,Liranzo,622338,Scherzer,453286,scherma01,Griffin,701803,Díaz,621242,diazed04,Ottavino,493603,ottavad01,"Hernández, El",622694,hernael01,Curtiss,595928,curtijo02,Woods,682016,woodswi02
