game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID,Home_P_10_Name,Home_P_10_ID
2023-03-28,718927,5,6,11,Michael Turconi,681580,Karl Ellison,641552,Dylan Rock,676423,Estiven Machado,692497,Riley Tirotta,694661,Devonte Brown,675994,Rainer Nunez,678742,Steward Berroa,672642,Garrett Spain,696521,Darick Hall,669742,hallda02,Cam Cannon,669069,Cole Moore,681326,Josh Harrison,543281,harrijo05,Madison Stokes,657010,Garrett Stubbs,596117,stubbga01,Nick Ward,682187,Dalton Guthrie,656495,guthrda01,Ricardo Rosario,691905,Berríos,621244,berrijo01,Mayza,641835,mayzati01,Bash,687856,Kikuchi,579328,kikucyu01,Cimber,643256,cimbead01,"Hernandez, A",681753,Falter,663559,falteba01,Schultz,669697,"Soto, G",642397,sotogr01,Garnett,702911,Domínguez,622554,dominse01,"Marte, Y",628708,marteyu01,Russell,677066,"Martinez, J",679025,Zarbnisky,675640,Barber,673766
