game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2021-03-02,642065,2,2,Steven Souza Jr.,519306,souzast01,Grae Kessinger,666197,kessigr01,Alex De Goti,621008,degotal01,Garrett Stubbs,596117,stubbga01,Jose Siri,642350,sirijo01,Lorenzo Quintana,679727,C.J. Hinojosa,546994,Ronnie Dawson,669008,dawsoro01,Chas McCormick,676801,mccorch01,Nick Meyer,680722,Johneshwy Fargas,641561,fargajo01,Drew Ferguson,664916,José Peraza,606299,perazjo01,Ronny Mauricio,677595,mauriro01,Mark Vientos,668901,vientma01,Brett Baty,683146,batybr01,Pete Crow-Armstrong,691718,crowape01,Jake Hager,606993,hagerja01,"Valdez, F",664285,valdefr01,Javier,664299,javiecr01,LaRue,670159,"Torres, J",666672,Hansen,667712,Stroman,573186,stromma01,Yamamoto,657141,yamamjo01,Blevins,460283,blevije01,"Smith, Dr",622098,smithdr01,McWilliams,656726
