game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-18,719058,7,1,8,Austin Callahan,702472,Blake Dunn,694362,Nick Plummer,663911,plummni01,Daniel Vellojin,678962,Noelvi Marte,682622,marteno01,Brian Rey,681023,Edwin Arroyo,695490,Alex McGarry,685127,Tyler Callihan,682997,Pablo Reyes,622569,reyespa01,Conner Capel,668843,capelco01,Ryan Noda,676116,nodary01,Tyler Soderstrom,691016,soderty01,Kevin Smith,675656,smithke05,Zack Gelof,680869,gelofza01,Cristian Pache,665506,pachecr01,Denzel Clarke,672016,Tyler Wade,642180,wadety01,Williamson,682227,willibr02,Duarte,650960,duartda01,Sanmartin,665665,sanmare01,Gibaut,664139,gibauia01,Norris,596057,norrida01,"Young, Al",622065,youngal01,Muller,666205,mulleky01,"Jackson, Z",667427,jacksza02,Pruitt,643493,pruitau01,Moll,594580,mollsa01,"Jiménez, D",666204,jimenda01
