game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-25,706944,8,4,12,Yonny Hernández,660634,hernayo02,Dustin Harris,687957,Thomas Saggese,695336,Blaine Crim,688760,Meibrys Viloria,650619,vilorme01,Jake Marisnick,545350,marisja01,Marcus Smith,687526,Jonathan Ornelas,680716,orneljo01,Josh Sale,592714,Seuly Matias,665890,Gabriel Cancel,663708,Sebastián  Rivero,665861,riverse01,Kyle Isbel,664728,isbelky01,Angelo Castellano,613546,JaCoby Jones,592444,jonesja07,Clay Dungan,687867,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Dunning,641540,dunnida01,Ozuna,642271,Sborz,622250,sborzjo01,"Patton, S",607359,pattosp01,"Barlow, J",669618,barlojo01,Snyder,676766,snydeni01,Winkler,595465,winklda01,Filpo,665813,"Hernández, C",672578,hernaca04,Kowar,663804,kowarja01,Bolaños,671790,bolanro01,Brewer,605155,breweco01,Brentz,641394,brentja01,Staumont,622251,staumjo01,"Barlow, S",605130,barlosc01
