game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-07,719234,6,7,13,Curtis Terry,663799,terrycu01,Mark Kolozsvary,656627,kolozma01,Heston Kjerstad,677008,kjershe01,Robert Neustrom,680438,Shayne Fontana,687833,Coby Mayo,691723,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,César Prieto,693409,Mikey Perez,668882,Aaron Sabato,693306,Kala'i Rosario,693850,Will Holland,683735,Ben Ross,805346,Tanner Schobel,802355,Danny De Andrade,694185,Tony Wolters,547172,wolteto01,DaShawn Keirsey Jr.,680577,"Rodriguez, G",680570,rodrigr01,"Knight, B",667421,Watkins,657093,watkisp01,Gillaspie,670810,gillalo01,Dowdy,664871,dowdyky01,"Gómez, O",628709,Maeda,628317,maedake01,St. John,657766,stjohlo01,Coulombe,543056,couloda01,Enlow,669416,Brink,656259,Stewart,592779,stewabr01,Schulfer,662165,Laweryson,689520
