game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-16,642042,4,3,7,Adam Duvall,594807,duvalad01,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Brian Miller,675649,millebr03,Luis Marté,606336,martelu02,Brian Navarreto,640459,navarbr01,Peyton Burdick,680814,burdipe01,JJ Bleday,668709,bledajj01,Demetrius Sims,676443,Jake Noll,669738,nollja01,Cody Wilson,680963,wilsoco01,Yasmany Tomás,630111,tomasya01,Carlos Tocci,624636,toccica01,Tres Barrera,668663,barretr01,Josh Harrison,543281,harrijo05,Jordy Mercer,474568,mercejo03,Ryne Harper,607560,harpery01,Luis García Jr.,671277,garcilu04,"Rogers, Tr",669432,rogertr01,Curtiss,595928,curtijo02,Holloway,656548,hollojo01,Detwiler,446321,detwiro01,Campbell,669294,campbpa02,Corbin,571578,corbipa01,McGowin,641851,mcgowky01,"Hudson, Dan",543339,hudsoda01,"Guerra, Ja",457915,guerrja01,McFarland,519008,mcfartj01,"Harper, R",607560,harpery01
