game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-24,718971,6,6,12,Blake Perkins,663368,perkibl01,Wes Clarke,682265,Jadher Areinamo,699130,Patrick Dorrian,657562,Jackson Chourio,694192,chourja01,Skye Bolt,621450,boltsk01,Andruw Monasterio,655316,monasan01,Jeferson Quero,691620,Carlos D. Rodriguez,677578,Mark Washington,675976,Luke Williams,663897,willilu01,Bryson Brigman,624417,Hunter Feduccia,676439,Sean McLain,683169,Brandon Lewis,686781,Drew Avans,682183,Steven Duggar,621453,duggast01,James Outman,681546,outmaja01,Miley,489119,mileywa01,"Peguero, E",665625,pegueel01,"Miller, T",668338,millety01,Herb,600355,Andrews,677076,andrecl02,"Urías, J",628711,uriasju01,Vesia,681911,vesiaal01,Ferguson,657571,ferguca01,"Phillips, E",623465,phillev01,"Miller, S",571946,millesh01,Washington,675976
