game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,over_under_runline
634357,2021-04-28,11,0,11,145,Chicago White Sox,116,Detroit Tigers,27018,26999,Robbie Grossman,543257,grossro01,Harold Castro,605612,castrha01,Miguel Cabrera,408234,cabremi01,Jeimer Candelario,600869,candeje01,Jonathan Schoop,570731,schoojo01,Willi Castro,650489,castrwi01,Wilson Ramos,467092,ramoswi01,Akil Baddoo,668731,baddoak01,Tim Anderson,641313,anderti01,Luis Robert Jr.,673357,roberlu01,Yoán Moncada,660162,moncayo01,José Abreu,547989,abreujo02,Yermín Mercedes,606213,merceye01,Yasmani Grandal,518735,grandya01,Andrew Vaughn,683734,vaughan01,Leury García,544725,garcile02,Dylan Cease,656302,ceasedy01,Matthew Boyd,571510,boydma01,Michael Fulmer,605242,fulmemi01,Buck Farmer,571656,farmebu01,Derek Holland,502706,hollade01,Alex Lange,656638,langeal01,Tyler Alexander,641302,alexaty01,unknown
