game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-25,766494,5,8,13,Nelson Medina,678729,Grant Richardson,685300,Max Burt,661733,Cole Gabrielson,702068,Jose Rojas,670351,rojasjo02,Carlos Narvaez,665966,Jesus Rodriguez,683679,Jared Serna,691858,Jordan Groshans,677954,groshjo01,Ramón Flores,570717,florera02,Francisco Cordoba,510612,Juan Carlos Gamboa,585251,José Pirela,517369,pireljo01,Moises Gutierrez,605011,Rio Ruiz,547004,ruizri01,Moisés Castillo,665940,Julian Ornelas,676140,Diosbel Arias,677690,"Serna, L",702436,Watson,702130,Andrews,677076,andrecl02,"Santana, D",642701,santade01,Misiewicz,664948,misiean01,"Williams, R",657122,Leal,612797,Lakind,592481,De Horta,641506,Missaki,627392,Anraku,823701
