game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2022-08-06,661062,4,4,Garrett Cooper,643265,coopega03,Bryan De La Cruz,650559,delacbr01,Charles Leblanc,641779,leblach01,Joey Wendle,621563,wendljo01,Peyton Burdick,680814,burdipe01,Nick Fortes,663743,forteni01,JJ Bleday,668709,bledajj01,Miguel Rojas,500743,rojasmi02,Jesús Aguilar,542583,aguilje01,Willson Contreras,575929,contrwi01,Nick Madrigal,663611,madrini01,Frank Schwindel,643524,schwifr01,Ian Happ,664023,happia01,Patrick Wisdom,621550,wisdopa01,Seiya Suzuki,673548,suzukse01,P.J. Higgins,664731,higgipj01,Nico Hoerner,663538,hoernni01,Rafael Ortega,542364,ortegra01,"López, P",641154,lopezpa01,Brigham,656257,brighje01,Bleier,542947,bleieri01,Smyly,592767,smylydr01,Leiter Jr.,643410,leitema02
