game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-17,747923,2,8,10,Cal Conley,695462,Tyler Tolve,681172,Justin Dean,681909,Landon Stephens,686677,Bryson Worrell,695415,Nick Ward,682187,Ryan Casteel,592205,Jace Grady,800056,Alejo Lopez,664670,lopezal03,Carter Young,677356,John Rhodes,687981,Frederick Bencosme,695930,Billy Cook,695257,Silas Ardoin,686976,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Michael Pérez,605421,perezmi03,Matthew Etzel,803033,Strider,675911,stridsp01,Dunshee,670161,"Lee, D",669276,leedy01,Harris,802686,Culberson,518586,culbech01,"Wells, T",669330,wellsty01,Virbitsky,680223,Coulombe,543056,couloda01,Cano,666974,canoye01,Baumann,657508,baumami01,Akin,669211,akinke01
