game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-10,719186,4,10,14,Matt Fraizer,670208,Javier Rivas,691922,Nick Gonzales,693304,gonzani01,Carter Bins,670190,Lolo Sanchez,665975,Ryan Vilade,668723,viladry01,Jason Delay,641511,delayja01,Drew Maggi,543482,maggidr01,Andrés Alvarez,687019,Kody Clemens,665019,clemeko01,Aramis Garcia,605244,garciar01,Jim Haley,670113,Jhailyn Ortiz,665560,Will Toffey,657780,Johan Rojas,679032,rojasjo03,Weston Wilson,642215,wilsowe01,Cody Roberts,663944,Símon Muzziotti,665922,muzzisi01,Brubaker,664141,brubajt01,De Jong,608328,dejonch01,"Smith, C",592761,smithca03,Zamora,623354,zamorda01,Chatwood,543022,chatwty01,Wheeler,554430,wheelza01,Uelmen,657272,uelmeer01,"Marte, Y",628708,marteyu01,"Sánchez, C",650911,sanchcr01,"Ortiz, L.F.",656814,ortizlu02,Head,545343,headlo01,Appel,571446,appelma01
