game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-03,719292,6,3,9,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Cade Marlowe,687799,marloca01,Leo Rivas,660844,rivasle01,Colin Moran,592567,moranco01,Jack Larsen,677223,larseja01,Axel Sanchez,692046,Jake Anchia,680971,Jacob Nottingham,641924,nottija01,Tim Tawa,694374,Diego A. Castillo,660636,castidi02,P.J. Higgins,664731,higgipj01,Juan Centeno,518542,centeju01,Neyfy Castillo,678689,Deyvison De Los Santos,691277,Yairo Muñoz,622168,munozya01,Alvin Guzman,682630,Jake Hager,606993,hagerja01,"Gonzales, M",594835,gonzama02,Arias,674375,"Williams, T",592865,willita01,Then,672730,thenju01,Sheffield,656954,sheffju01,McCaughan,670766,mccauda01,"Kelly, M",518876,kellyme01,Hendrix,641682,hendrry01,Melancon,453343,melanma01,Henry,674072,henryto01,Mantiply,573009,mantijo01,Vargas,672841,vargaca01
