game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID
747195,2024-06-05,3,9,12,109,Arizona Diamondbacks,137,San Francisco Giants,27007,26997,Austin Slater,596103,slateau01,Heliot Ramos,671218,ramoshe02,Thairo Estrada,642731,estrath01,Matt Chapman,656305,chapmma01,Jorge Soler,624585,solerjo01,Wilmer Flores,527038,florewi01,Mike Yastrzemski,573262,yastrmi01,Tyler Fitzgerald,666149,fitzgty01,Corbin Carroll,682998,carroco02,Blaze Alexander,677942,alexabl01,Joc Pederson,592626,pederjo01,Lourdes Gurriel Jr.,666971,gurrilo01,Pavin Smith,656976,smithpa04,Eugenio Suárez,553993,suareeu01,Jake McCarthy,664983,mccarja02,Kevin Newman,621028,newmake01,Jordan Montgomery,656756,montgjo01,Jordan Hicks,663855,hicksjo03,Logan Allen,663531,allenlo01,Bryce Jarvis,686826,jarvibr01,Brandon Hughes,676714,hughebr01,Sean Hjelle,663546,hjellse01,Erik Miller,669062,milleer01,Ryan Walker,676254,walkery01,Tyler Rogers,643511,rogerty01,Randy Rodríguez,678495,rodrira02
