game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-31,706864,3,5,8,Ender Inciarte,542255,inciaen01,Tim Locastro,641796,locasti01,José Peraza,606299,perazjo01,Cristian Perez,666524,Pat DeMarco,668792,Tyler Hardman,676205,Phillip Evans,595943,evansph01,Chad Bell,687382,Rob Brantly,542963,brantro01,Hunter Markwardt,688410,Darick Hall,669742,hallda02,Marcus Lee Sang,686984,Nick Maton,665155,matonni01,Ronald Torreyes,591720,torrero01,Yairo Muñoz,622168,munozya01,Alec Bohm,664761,bohmal01,Garrett Stubbs,596117,stubbga01,Johan Camargo,622666,camarjo01,Taillon,592791,taillja01,"Peralta, Wa",593974,peralwa01,King,650633,kingmi01,Luetge,476595,luetglu01,"Rodríguez, J",570257,rodrijo06,Eflin,621107,eflinza01,Warren,657092,Hand,543272,handbr01,Familia,544727,familje01,Maples,596027,mapledi01,"Kelly, M",547184,kellymi03,Dohy,675971,dohyky01,Bedrosian,592135,bedroca01
