game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2024-03-10,748024,3,8,11,Hunter Bishop,666183,Jimmy Glowenke,694368,Damon Dues,680815,Trenton Brooks,670092,Chase Pinder,676198,Pablo Sandoval,467055,sandopa01,Will Wilson,669717,Ismael Munguia,665998,Jakson Reetz,656883,reetzja01,Jonny Farmelo,806071,Aidan Smith,806223,Cole Young,702284,Tyler Locklear,682988,Luis Suisbel,692044,Harry Ford,695670,Cole Tucker,657061,tuckeco01,Ryan Bliss,669208,Alberto Rodriguez,679754,"Romero, T",676720,romerto01,Dula,702471,Seymour,693313,Sanchez,678738,Avila,687014,avilani01,Kirby,669923,kirbyge01,Bayless,663681,"Castano, B",680604,Thornton,663423,thorntr01,Saucedo,642048,sauceta01,Buttrey,621142,buttrty01,Kelley,665001,kelletr01,Holloway,656548,hollojo01,"Taylor, T",700187
