game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719019,6,5,11,Layant Tapia,692596,Tyler Neslony,664104,Seby Zavala,664874,zavalse01,Billy Hamilton,571740,hamilbi02,Jake Marisnick,545350,marisja01,Wes Kath,695770,Sebastián  Rivero,665861,riverse01,Shawn Goosenberg,700361,Xavier Fernández,641569,Blake Perkins,663368,perkibl01,Terence Doston,688392,Joey Wiemer,686894,wiemejo01,Isaac Collins,686555,Jon Singleton,572138,singljo02,Josh VanMeter,642165,vanmejo01,Skye Bolt,621450,boltsk01,Andruw Monasterio,655316,monasan01,Tayden Hall,695554,Giolito,608337,giolilu01,Diekman,518617,diekmja01,"Kelly, J",523260,kellyjo05,Middleton,641871,middlke01,Stivors,690086,"Morin, M",573046,morinmi01,"Peralta, F",642547,peralfr01,Guerra,642770,guerrja02,Hardy,677185,Strzelecki,657265,strzepe01,Houser,605288,housead01
