game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-19,747901,1,3,4,Thomas Saggese,695336,Ramon Mendoza,680636,Nick Raposo,695596,Michael Siani,672279,sianimi01,Chris Rotondo,700658,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Kade Kretzschmar,811210,César Prieto,693409,Joe Suozzi,679545,Carlos Cortes,666126,D'Andre Smith,694266,Wyatt Young,696281,Tomás Nido,621512,nidoto01,Brandon McIlwain,666140,Omar De Los Santos,684519,Mark Vientos,668901,vientma01,Luke Ritter,682239,Lynn,458681,lynnla01,King,683165,Taveras,672405,King,667463,kingjo01,Fernandez,681676,fernary01,Robertson,687798,roberni01,"Rodríguez, W",516853,rodriwi02,Manaea,640455,manaese01,"López, Jo",605347,lopezjo02,Diekman,518617,diekmja01,"Ramírez, Y",670990,ramiryo01
